,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,,,,,,,,,,
Key,Country,Group,Year,Ave Temperature,CO2 (MtCO2),1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,Population,GDP-USD (M US$ (2010)),Smoking Rate,Fertility Rate,Electricity production from Fossil Fuel,Electricity from Nuclear,Govt spend on education as % of GDP,Forest area (sq km),Passenger Road Transport M per km
1986Romania,Romania,Rest,1986,8.936416667,187.0825,2124.0598,1199.7276,0,2803.9594,2185.1051,5817.0216,547.0525,0,224.4732,0,0,0,0,22859269,,,2.39,85.67794589,,,,22263
1986Russia,Russia,Top20,1986,-4.89225,2369.6931,2369.6931,1789.7651,1075.144,3570.9712,500.0456,4519.0824,477.6806,222.7952,189.1395,0,0,0,0,144894000,400.4392259,,2.15,,,,,249417
1986Rwanda,Rwanda,Rest,1986,19.63275,0.5936,0.5936,0,614.0004,2611.164,568.602,4453.3033,173.7125,1521.2447,4772.2898,0,0,0,0,6407672,1730.363198,,8.038,,,,,
1986Saint Lucia,Saint Lucia,Rest,1986,26.84108333,0.1319,0.1319,0,4961.4293,395.34,2309.3958,549.42,350.9378,2519.4396,3299.1754,0,0,329.1788,0,128619,45289.40227,,3.781,,,4.87623,,
1986Samoa,Samoa,Rest,1986,26.669,0.1136,0.1136,0,0,224.4732,901.4315,531.6255,9073.8806,623.4058,0,2531.8679,827.6322,0,0,160592,,,5.51,,,,,
1986Saudi Arabia,Saudi Arabia,Top20,1986,25.64775,128.1426,277.8891,113.3161,2611.164,4728.0602,501.2133,901.4315,619.8132,4708.2219,253.2074,0,0,0,0,13869012,,,6.495,100,,6.25535,,
1986Senegal,Senegal,Rest,1986,28.02066667,2.2195,2.2195,0,2309.3958,1089.4973,149.7465,5167.6298,2803.9594,1789.7651,1179.8496,0,224.4732,0,0,6686159,,,6.962,94.75655431,,,,
1986Serbia,Serbia,Rest,1986,10.14875,62.0694,2352.2832,846.4911,0,2803.9594,2185.1051,5817.0216,547.0525,0,224.4732,0,0,0,0,0,,,,,,,,25471
1986Seychelles,Seychelles,Rest,1986,27.07716667,0.1649,0.1649,0,934.9506,113.3161,4071.3684,3336.4808,901.4315,189.1395,395.34,4519.0824,253.2074,0,0,65652,205287.3846,,,,,9.7136,,
1986Sierra Leone,Sierra Leone,Rest,1986,26.07575,0.6742,0.6742,0,714.3161,2684.577,149.7465,4914.4224,3057.1668,1789.7651,1179.8496,224.4732,0,0,0,3912438,245326.4144,,6.732,,,,,
1986Singapore,Singapore,Rest,1986,26.84783333,17.7177,122.4233,0,2622.2171,1051.178,2497.8357,772.2152,2309.3958,0,395.34,4772.2898,189.1395,0,0,2733373,723549.1685,,1.43,98.40225564,,,,
1986Slovakia,Slovakia,Rest,1986,7.674833333,53.5369,2230.4346,681.9181,277.8891,2803.9594,2185.1051,5817.0216,547.0525,0,224.4732,0,0,0,0,5193838,18166.20274,,2.2,43.5669434,49.37418349,,,
1986Slovenia,Slovenia,Rest,1986,9.67775,15.4579,2192.3556,681.9181,277.8891,2803.9594,2185.1051,6006.1611,357.913,0,224.4732,0,0,0,0,1965964,16906.37331,,1.67,,,,,
1986Solomon Islands,Solomon Islands,Rest,1986,27.02433333,0.1539,0.1539,0,224.4732,1179.8496,1789.7651,2803.9594,648.5474,4668.8289,900.3578,2498.5353,0,0,0,278838,2433.807127,,6.211,,,,,
1986Somalia,Somalia,Rest,1986,27.035,0.9233,0.9233,277.8891,770.3776,2176.8977,4832.7658,173.7125,1315.0442,395.34,4519.0824,253.2074,0,0,0,6887372,1403.894359,,7.19,,,,,
1986South Africa,South Africa,Top20,1986,17.955,222.7952,222.7952,0,0,0,580.3447,2611.164,2687.5459,2369.6931,5594.2264,648.5474,0,0,0,33733547,292854.774,,4.19,92.88113836,6.010678975,,,
1986South Korea,South Korea,Top20,1986,11.60191667,173.7125,1075.144,1789.7651,2474.3987,434.2663,615.6784,3140.8397,4519.0824,253.2074,222.7952,0,189.1395,0,0,41213674,378034.0111,,1.58,49.40136161,44.30863135,3.67684,,
1986Spain,Spain,Rest,1986,13.87625,189.2976,903.6137,2031.1836,113.3161,277.8891,7907.5213,2265.7677,1075.144,104.7056,0,224.4732,0,0,0,38584624,,,1.56,49.70677231,29.21202857,,,162731
1986Sri Lanka,Sri Lanka,Rest,1986,27.4155,3.7268,437.9931,0,2172.3598,2656.7217,3172.3611,921.8385,0,395.34,0,4708.2219,253.2074,0,0,16083000,6454.345878,,2.8,0.263951735,,2.80542,,
1986Sudan,Sudan,Rest,1986,27.24325,3.9933,3.9933,241.4587,2326.6442,1225.6635,4159.4582,293.8451,1075.144,5138.8956,253.2074,0,0,0,0,17757169,,,6.401,34.82810164,,,,
1986Suriname,Suriname,Rest,1986,26.49083333,1.7587,1.7587,189.1395,0,4772.2898,1678.2581,1685.3768,241.4587,2519.4396,434.2663,2864.9091,224.4732,104.7056,0,376867,91514.38442,,3.445,,,,,
1986Swaziland,Swaziland,Rest,1986,19.43825,0.458,223.2532,0,0,128.1426,1058.4085,2109.6632,2582.8403,2543.4056,901.4315,5167.6298,0,0,0,734243,1855.602423,,6.185,,,,,
1986Sweden,Sweden,Rest,1986,2.206916667,60.8623,2092.0459,827.6322,2647.5822,2619.3714,5594.2264,253.2074,516.6403,0,224.4732,0,0,0,0,8369829,243.6235592,,1.8,3.741201008,50.65829495,,,89600
1986Switzerland,Switzerland,Rest,1986,7.152083333,43.8474,2789.3471,113.3161,277.8891,2369.6931,7138.4538,1740.2861,104.7056,0,0,224.4732,0,0,0,6504124,8657.604107,,1.53,1.061176845,39.93739057,4.33565,,68111
1986Syria,Syria,Rest,1986,18.60658333,23.0621,414.2673,1823.6612,1356.1048,4159.4582,396.5077,1401.4771,4708.2219,477.6806,0,0,0,0,0,11004272,15636.29517,,6.168,63.98891967,,5.62293,,
1986Tajikistan,Tajikistan,Rest,1986,4.55025,9.0255,9.0255,2615.2366,3832.2747,2462.7677,0,842.6084,0,4519.0824,442.3469,0,0,0,0,4687283,297557.0111,,5.543,,,,,
1986Tanzania,Tanzania,Rest,1986,22.57775,1.6902,1.6902,222.7952,277.8891,908.662,2384.4201,4453.3033,398.1857,901.4315,4914.4224,253.2074,0,0,0,22511243,,,6.424,9.773123909,,,,
1986Thailand,Thailand,Rest,1986,26.14866667,47.3225,47.3225,2328.737,1075.144,2872.0554,113.3161,2745.4997,222.7952,395.34,4519.0824,253.2074,189.1395,0,0,52996467,4133.39103,,2.451,77.52963547,,3.40798,,
1986Togo,Togo,Rest,1986,27.03233333,0.6522,0.6522,0,1854.1099,1694.5297,0,434.2663,9327.088,278.4181,901.4315,224.4732,0,0,0,3364020,,,6.775,28.97196262,,,,
1986Tonga,Tonga,Rest,1986,23.18316667,0.0476,0.0476,0,0,224.4732,1006.1371,426.9199,6704.1875,2993.0989,222.7952,277.8891,2858.8158,0,0,94145,93974.81261,,4.989,,,,,
1986Trinidad and Tobago,Trinidad and Tobago,Rest,1986,26.25541667,12.5713,12.5713,189.1395,4772.2898,395.34,2309.3958,436.1039,464.2539,2519.4396,1335.6978,1963.4776,0,329.1788,0,1184051,1423224.794,,2.949,99.20996658,,,,
1986Tunisia,Tunisia,Rest,1986,20.27608333,11.4076,725.7237,2144.4997,277.8891,0,3026.7546,6893.327,1328.3514,104.7056,0,224.4732,0,0,0,7509756,7956493.688,,4.252,98.79813043,,5.87949,,
1986Turkey,Turkey,Top20,1986,12.26091667,113.3161,113.3161,2454.7868,1002.8683,4159.4582,396.5077,1401.4771,4708.2219,477.6806,0,0,0,0,0,50128489,19245.89092,,3.598,69.97858672,,1.50957,,93587
1986Turkmenistan,Turkmenistan,Rest,1986,15.51741667,41.3719,191.1184,675.725,6336.3559,742.3145,1006.1371,618.1352,4743.5556,442.3469,0,0,0,0,0,3324456,,,4.603,,,,,
1986Uganda,Uganda,Rest,1986,23.45325,0.7035,0.7035,128.1426,485.8578,2611.164,568.602,4453.3033,398.1857,1296.7715,4772.2898,0,0,0,0,15154521,220224.5105,,7.103,,,,,
1986Ukraine,Ukraine,Rest,1986,8.010666667,687.7325,2263.6302,1560.8072,2369.6931,2224.0314,569.0525,5748.0147,442.3469,0,224.4732,0,0,0,0,51097000,23972.05533,,2.08,,,,,
1986United Arab Emirates,United Arab Emirates,Rest,1986,27.86733333,50.4133,328.3024,547.5824,1823.6612,5081.2967,1402.6448,0,619.8132,4708.2219,253.2074,0,0,0,0,1472218,,,5.047,100,,,,
1986United Kingdom,United Kingdom,Top20,1986,8.00275,568.602,2384.4201,361.0796,113.3161,3042.9222,6743.1138,1517.4909,222.7952,104.7056,0,224.4732,0,0,0,56681396,7803.889934,,1.78,78.67214511,19.73543118,4.38084,,511650
1986United States of America,United States of America,Top20,1986,9.5595,4519.0824,4519.0824,648.5474,0,0,2137.4557,3166.8766,1188.4601,2067.6542,657.0615,329.1788,0,0,0,240133000,10536.37662,,1.8375,71.78360313,16.62598059,,,
1986Uruguay,Uruguay,Rest,1986,18.11358333,3.1285,3.1285,189.1395,0,0,476.0026,4519.0824,1678.2581,1704.0403,374.2197,434.2663,2474.3987,2691.1966,173.7125,3031038,,,2.524,1.078748652,,3.10283,,
1986Uzbekistan,Uzbekistan,Rest,1986,13.12616667,140.0544,289.8009,675.725,5983.1194,1996.9825,104.7056,618.1352,4743.5556,253.2074,189.1395,0,0,0,0,18565477,6309.519916,,4.509,,,,,
1986Venezuela,Venezuela,Rest,1986,25.26575,92.9871,92.9871,189.1395,4772.2898,0,1317.1785,1823.6612,336.1113,2647.5822,0,3299.1754,224.4732,0,104.7056,17968552,88296.44599,,3.73,49.79446041,,,,
1986Vietnam,Vietnam,Rest,1986,23.92883333,22.294,22.294,2502.4495,901.4315,2743.9128,241.4587,1823.6612,1144.6337,395.34,4519.0824,253.2074,0,189.1395,0,60249000,1705.860969,,4.062,74.5431518,,,,
1986Yemen,Yemen,Rest,1986,26.05466667,5.7189,133.8615,263.0626,1231.4498,3960.8765,2474.3987,1075.144,224.4732,584.4795,4519.0824,253.2074,0,0,0,10232733,30290.60283,,8.858,100,,,,
1986Zambia,Zambia,Rest,1986,21.29408333,2.9449,2.9449,222.7952,128.1426,624.1422,2250.0844,862.4471,4383.9314,1075.144,4914.4224,253.2074,0,0,0,7170656,220976.4907,,6.685,0.878447395,,3.33899,,
1986Zimbabwe,Zimbabwe,Rest,1986,21.2005,11.3037,234.0989,0,0,277.8891,2724.4801,862.4471,4383.9314,173.7125,5420.5139,648.5474,0,0,0,8976205,,,6.004,54.43889316,,,,
1987Afghanistan,Afghanistan,Rest,1987,14.984,3.2301,162.345,730.8378,4841.9087,3514.4057,0,472.8301,407.4728,4675.3026,458.4853,0,0,0,0,11502761,537433.6701,,7.461,,,,,
1987Albania,Albania,Rest,1987,12.99658333,7.6687,2328.2775,870.7131,0,2938.4515,2157.7741,6364.8028,373.2437,0,234.7639,0,0,0,0,3083605,231669.3086,,3.164,23.77701934,,,,2067
1987Algeria,Algeria,Rest,1987,24.24775,63.79,63.79,2769.3667,262.8403,159.1149,3370.5839,7002.4833,445.5465,1015.6584,0,234.7639,0,0,0,23917897,,,5.412,96.07766075,,,,
1987Andorra,Andorra,Rest,1987,11.68025,,2317.6199,576.4685,297.2335,0,8021.2269,2616.2594,1087.9612,108.8246,0,234.7639,0,0,0,48455,5546.35615,,,,,,,
1987Angola,Angola,Rest,1987,22.74991667,5.5424,5.5424,238.0662,0,803.1107,3050.2749,0,4498.9865,5091.1939,1578.7257,0,0,0,0,11218268,7930.419191,,7.349,13.45679012,,6.1175,,
1987Argentina,Argentina,Rest,1987,15.1875,109.0842,109.0842,194.0662,0,0,502.4853,4675.3026,407.4728,3004.1306,421.9552,576.8221,2470.454,3007.6691,0,31326473,38133.38964,,3.056,45.39864333,12.42337478,1.2823,,
1987Armenia,Armenia,Rest,1987,8.996666667,14.9972,298.8338,1987.2262,3858.7106,1919.7079,1087.9612,754.3636,4675.3026,693.2492,0,0,0,0,0,3451942,3461.351326,,2.591,,,,,
1987Australia,Australia,Top20,1987,22.07241667,234.7639,234.7639,0,108.8246,0,3475.6666,0,3005.7537,124.7217,2520.9995,5789.6279,0,0,0,16263900,,,1.845,89.30453229,,5.06313,,191813
1987Austria,Austria,Rest,1987,6.1695,54.6334,2824.0001,124.7217,297.2335,2938.4515,2327.1807,6195.3962,373.2437,0,234.7639,0,0,0,0,7574586,295771.3608,,1.43,25.58364193,,5.37611,,66036
1987Azerbaijan,Azerbaijan,Rest,1987,11.51975,66.8098,350.6464,1987.2262,3858.7106,1919.7079,1087.9612,754.3636,4675.3026,693.2492,0,0,0,0,0,6893500,390.9781866,,2.9026,,,,,7678
1987Bahamas,Bahamas,Rest,1987,25.60091667,1.4216,1.4216,4939.7217,407.4728,194.0662,1936.4644,832.9023,2595.1757,1623.2609,2387.7054,0,343.5885,0,0,243393,2771.173299,,2.728,,,,,
1987Bahrain,Bahrain,Rest,1987,26.64175,9.62,306.8535,592.7192,2195.8871,4963.6415,528.0182,906.8338,642.2367,4869.3688,264.4191,0,0,0,0,448973,339.0666847,,4.124,100,,,,
1987Bangladesh,Bangladesh,Rest,1987,25.64241667,9.5539,477.5514,1919.7079,3964.4733,124.7217,2430.651,811.5458,407.4728,0,4675.3026,458.4853,0,0,0,98343809,8332.423561,,5.092,90.74637551,,1.51364,,
1987Barbados,Barbados,Rest,1987,27.33516667,0.9453,0.9453,194.0662,4939.7217,407.4728,2317.6199,576.4685,376.1848,2629.5689,3294.5392,181.1274,0,343.5885,0,257611,3688.555239,,1.782,,,,,
1987Belarus,Belarus,Rest,1987,4.341666667,107.6891,1575.6412,1585.2512,2608.5726,2387.7054,1495.434,4913.3688,567.3099,0,234.7639,0,0,0,0,10111000,1193059.833,,2.03,,,,,17851
1987Belgium,Belgium,Rest,1987,9.0685,104.1359,2873.5026,124.7217,297.2335,2470.454,7470.4808,1784.5127,0,108.8246,0,234.7639,0,0,0,9870234,37218.52692,,1.54,31.11492612,67.33357935,4.55276,,80440
1987Belize,Belize,Rest,1987,25.46158333,0.2272,0.2272,4939.7217,407.4728,194.0662,0,2317.6199,2922.2008,1031.5555,2636.135,702.7614,108.8246,0,0,174320,2720.604944,,4.771,,,,,
1987Benin,Benin,Rest,1987,28.20758333,0.5102,0.5102,0,2006.9806,1422.4075,194.0662,467.9975,9737.3564,289.952,906.8338,234.7639,0,0,0,4535263,1617.920004,,6.904,100,,,,
1987Bhutan,Bhutan,Rest,1987,12.3205,0.1026,2387.808,0,3964.4733,576.4685,2552.3838,238.0662,407.4728,4675.3026,264.4191,194.0662,0,0,0,500437,,,6.127,,,,,
1987Bolivia,Bolivia,Rest,1987,21.87291667,4.8214,198.8876,0,0,264.4191,4675.3026,992.3185,2422.5872,262.8403,159.1149,3173.2154,3007.6691,108.8246,0,6464732,17520.00183,,5.132,40.58759521,,,,
1987Botswana,Botswana,Rest,1987,23.14433333,1.79,239.8562,0,0,138.1186,1479.7691,2235.4979,2263.2964,2651.5814,5582.1364,671.8919,0,0,0,1264314,947543.8586,,5.04,100,,6.11773,,
1987Brazil,Brazil,Top20,1987,25.56341667,194.0662,194.0662,0,0,0,5177.7879,2725.0927,576.4685,297.2335,2470.454,702.7614,3007.6691,108.8246,0,141273488,285.4181586,,3.232,6.488435113,0.478530081,,,
1987Bulgaria,Bulgaria,Rest,1987,10.42183333,86.987,2060.8163,1217.4926,0,2938.4515,1919.7079,6408.8028,567.3099,0,234.7639,0,0,0,0,8971359,1357.568017,,1.96,65.55563223,28.60626136,,,32434
1987Burkina Faso,Burkina Faso,Rest,1987,29.16383333,0.5166,0.5166,0,2894.0884,729.3659,0,5143.3001,5062.0538,289.952,906.8338,234.7639,0,0,0,8140073,2654.177278,,7.092,,,,,
1987Burundi,Burundi,Rest,1987,20.96975,0.2492,0.2492,238.0662,421.9552,2663.8846,573.4796,4693.0527,415.8913,906.8338,5347.1945,0,0,0,0,4987736,64594.8559,,7.527,,,,,
1987Cambodia,Cambodia,Rest,1987,27.36666667,0.436,0.436,2496.53,1087.9612,3002.4514,124.7217,1849.1076,1158.3253,407.4728,4675.3026,264.4191,194.0662,0,0,8196037,688898.3771,,6.097,,,,,
1987Cameroon,Cameroon,Rest,1987,25.01933333,7.4771,7.4771,0,1228.8415,2200.5466,662.0637,2470.454,7002.4833,1461.2049,234.7639,0,0,0,0,10696274,129734.6016,,6.626,2.272727273,,2.93091,,
1987Canada,Canada,Top20,1987,-3.343333333,407.4728,407.4728,4675.3026,264.4191,573.4796,4666.3411,3326.457,297.2335,467.9975,343.5885,238.0662,0,0,0,26550000,343.2135979,,1.68,20.24491786,15.56903,6.32446,,
1987Cape Verde,Cape Verde,Rest,1987,24.926,0.0806,0.0806,0,1495.4808,1592.6738,5210.6023,671.8919,2938.4515,1919.7079,1087.9612,108.8246,234.7639,0,0,324893,24960.28787,,5.68,,,,,
1987Central African Republic,Central African Republic,Rest,1987,25.8675,0.2601,0.2601,138.1186,1249.8378,2509.4292,0,4584.2281,289.952,6224.3731,264.4191,0,0,0,0,2755244,13416.64007,,5.905,,,2.54805,,
1987Chad,Chad,Rest,1987,27.65966667,0.1979,0.1979,643.9958,2547.3261,706.0637,0,4584.2281,5372.7274,1171.2529,234.7639,0,0,0,0,5408087,,,7.199,,,,,
1987Chile,Chile,Rest,1987,10.27158333,21.4592,21.4592,194.0662,0,0,264.4191,4913.3688,407.4728,2552.3838,714.5871,267.9395,3845.2853,181.1274,1919.7079,12594145,44131.36214,,2.637,16.26271024,,2.82329,,
1987China,China,Top20,1987,7.249,1919.7079,1919.7079,4026.4127,267.9395,262.8403,3004.1306,407.4728,238.0662,4939.7217,0,0,194.0662,0,0,1084035000,9739.913596,,2.654,79.88818951,,1.80425,,
1987Colombia,Colombia,Rest,1987,25.6325,46.4021,46.4021,0,5133.7879,407.4728,0,2317.6199,689.813,2733.2943,1065.9487,2568.8328,234.7639,108.8246,0,32324325,,,3.227,25.7040353,,,,
1987Comoros,Comoros,Rest,1987,26.36425,0.0476,0.0476,238.0662,138.1186,751.8341,2304.7117,2727.9514,3752.4814,0,407.4728,4675.3026,264.4191,0,0,376654,224378.5867,,6.749,,,,,
1987Congo Dem Republic,Congo Dem Republic,Rest,1987,24.58325,3.5655,3.5655,238.0662,138.1186,2479.7237,1041.4771,2113.7741,2579.2786,6405.5005,264.4191,0,0,0,0,31529823,,,6.699,2.763865702,,0.8612,,
1987Costa Rica,Costa Rica,Rest,1987,26.75466667,2.4895,2.4895,264.4191,4869.3688,407.4728,0,1936.4644,832.9023,2833.2419,1385.1947,2154.4718,467.9975,108.8246,0,2872211,283.8412957,,3.328,3.925949569,,,,
1987Croatia,Croatia,Rest,1987,11.39866667,19.7763,2215.6634,698.2013,297.2335,2938.4515,2327.1807,6195.3962,373.2437,0,234.7639,0,0,0,0,4740000,18388.54587,,1.64,,,,,8261
1987Cuba,Cuba,Rest,1987,25.92475,36.3524,36.3524,4939.7217,407.4728,194.0662,1936.4644,832.9023,2595.1757,1442.1335,2100.8353,467.9975,343.5885,0,0,10269567,34286.59274,,1.826,90.81144707,,,,
1987Cyprus,Cyprus,Rest,1987,18.88291667,4.015,128.7367,2493.1206,1041.4771,4390.1619,238.0662,1604.2586,4869.3688,499.183,0,0,0,0,0,723380,76659.06354,,2.45,100,,3.44871,,
1987Czech Republic,Czech Republic,Rest,1987,7.157916667,179.7676,2949.1343,124.7217,297.2335,2938.4515,2327.1807,6001.33,567.3099,0,234.7639,0,0,0,0,10347318,10507.12518,,1.91,78.83143611,17.20528651,,,
1987Denmark,Denmark,Rest,1987,-18.20166667,61.3981,2449.6093,505.8772,297.2335,2877.9268,7063.008,1352.3803,540.957,0,234.7639,0,0,0,0,5127024,217.6412613,,1.5,99.10475092,,6.07808,,55960
1987Djibouti,Djibouti,Rest,1987,29.11366667,0.3884,138.507,283.8366,849.153,2626.2774,4498.9865,181.1274,1335.6639,407.4728,4675.3026,264.4191,0,0,0,490330,,,6.234,,,,,
1987Dominica,Dominica,Rest,1987,26.94775,0.0476,0.0476,0,5133.7879,407.4728,2769.3667,124.7217,376.1848,2629.5689,3475.6666,0,0,343.5885,0,72370,,,3,,,,,
1987Dominican Republic,Dominican Republic,Rest,1987,26.29491667,8.6223,8.6223,4675.3026,458.4853,407.4728,2317.6199,451.7468,2595.1757,535.2997,3007.6691,467.9975,234.7639,108.8246,0,6764624,9686.371612,,3.694,65.96611623,,,,
1987Ecuador,Ecuador,Rest,1987,22.84708333,13.4011,13.4011,194.0662,4939.7217,0,407.4728,920.2591,2087.1738,124.7217,2767.6875,1322.7251,2387.7054,108.8246,0,9504129,1858.040319,,4.034,15.11887073,,,,
1987Egypt,Egypt,Rest,1987,22.84891667,76.0765,338.9168,2008.2225,920.2591,706.0637,4390.1619,289.952,6183.6754,499.183,0,0,0,0,0,53066229,150139.4052,,5.177,77.12247325,,,,
1987El Salvador,El Salvador,Rest,1987,25.73683333,2.3041,2.3041,4939.7217,0,601.539,0,1936.4644,832.9023,3740.0757,2398.0688,702.7614,108.8246,0,0,5053714,1695693.742,,4.221,17.11568938,,,,
1987Equatorial Guinea,Equatorial Guinea,Rest,1987,25.49091667,0.0989,0.0989,0,757.3403,2672.0478,662.0637,0,4390.1619,5637.1465,1141.5977,0,0,0,0,390173,8215.724304,,5.974,,,,,
1987Eritrea,Eritrea,Rest,1987,27.13216667,,138.1186,283.8366,2317.1051,1158.3253,4390.1619,289.952,1335.6639,5082.7754,264.4191,0,0,0,0,2924349,412.6380734,,6.552,,,,,
1987Estonia,Estonia,Rest,1987,3.284083333,32.5537,1500.5058,1426.1363,2767.6875,2387.7054,1495.434,4675.3026,805.3761,0,234.7639,0,0,0,0,1552221,20276.96136,,2.27,,,,,4553
1987Ethiopia,Ethiopia,Rest,1987,23.62658333,2.0359,2.0359,297.2335,1211.9409,2388.2112,4390.1619,289.952,1335.6639,407.4728,4675.3026,264.4191,0,0,0,43493283,2264901.161,,7.387,19.17040359,,,,
1987Fiji,Fiji,Rest,1987,25.16266667,0.4763,0.4763,0,234.7639,0,1196.7858,0,9737.3564,467.9975,591.2473,1288.0667,1744.1403,0,0,721725,10503.97786,,3.512,,,,,
1987Finland,Finland,Rest,1987,-0.15625,52.8808,1520.8329,1426.1363,2767.6875,2795.1782,5763.2638,264.4191,540.957,0,234.7639,0,0,0,0,4932123,182588.9037,,1.59,37.37874986,36.78888431,5.19813,,54600
1987France,France,Top20,1987,12.95516667,346.7795,2769.3667,124.7217,297.2335,2470.454,7470.4808,877.6789,906.8338,108.8246,0,234.7639,0,0,0,57482591,413.4130388,,1.83,10.49245302,70.53410618,4.60277,,574923
1987Gabon,Gabon,Rest,1987,24.84708333,3.4832,3.4832,0,757.3403,2672.0478,662.0637,0,4390.1619,5637.1465,1141.5977,0,0,0,0,876863,17860.48077,,5.609,22.01117318,,,,
1987Gambia,Gambia,Rest,1987,28.39125,0.1795,0.1795,0,2317.6199,1146.7195,159.1149,5347.1945,2938.4515,1919.7079,1196.7858,0,234.7639,0,0,804125,2162.256592,,6.164,,,,,
1987Georgia,Georgia,Rest,1987,8.169916667,26.6346,310.4712,1987.2262,3858.7106,1919.7079,1087.9612,754.3636,4675.3026,693.2492,0,0,0,0,0,4743500,1232.134164,,2.26,,,,,9031
1987Germany,Germany,Top20,1987,7.58925,1016.2053,2769.3667,124.7217,297.2335,2470.454,7470.4808,1784.5127,108.8246,0,234.7639,0,0,0,0,77839920,,,1.43,68.69531941,26.71702481,,,584300
1987Ghana,Ghana,Rest,1987,27.78275,2.4556,2.4556,0,727.935,2895.5193,0,467.9975,9737.3564,289.952,906.8338,234.7639,0,0,0,13481406,7002.540422,,5.928,,,3.3067,,
1987Greece,Greece,Rest,1987,14.90683333,66.4122,1024.0362,2233.6979,0,2938.4515,2157.7741,6364.8028,373.2437,0,234.7639,0,0,0,0,10000595,,,1.5,90.75649804,,1.83421,,19975
1987Grenada,Grenada,Rest,1987,27.652,0.0733,0.0733,194.0662,4939.7217,407.4728,2317.6199,451.7468,500.9065,2629.5689,3294.5392,181.1274,0,343.5885,0,99380,7861.224681,,4.146,,,,,
1987Guatemala,Guatemala,Rest,1987,23.68108333,3.3795,267.7986,4675.3026,407.4728,194.0662,0,1936.4644,832.9023,3502.0095,2636.135,702.7614,108.8246,0,0,8639108,380611.3101,,5.658,13.79710145,,,,
1987Guinea,Guinea,Rest,1987,26.30658333,0.9929,0.9929,0,727.935,2736.4044,159.1149,5550.7729,2734.8731,1919.7079,1196.7858,234.7639,0,0,0,5381483,254159.8556,,6.637,,,,,
1987Guyana,Guyana,Rest,1987,26.91283333,1.308,1.308,194.0662,0,4939.7217,1327.7319,2087.1738,262.8403,2629.5689,0,3475.6666,234.7639,108.8246,0,757506,181503.9282,,3.186,,,,,
1987Haiti,Haiti,Rest,1987,26.95241667,0.9346,0.9346,4939.7217,194.0662,407.4728,1936.4644,832.9023,2595.1757,535.2997,3007.6691,467.9975,234.7639,108.8246,0,6670568,46617.01641,,5.799,31.98380567,,,,
1987Honduras,Honduras,Rest,1987,25.314,2.1235,2.1235,4939.7217,0,601.539,0,2317.6199,451.7468,3740.0757,2398.0688,702.7614,108.8246,0,0,4541804,68412.49778,,5.439,2.782415136,,,,
1987Hungary,Hungary,Rest,1987,9.53775,81.2002,2401.809,573.4796,297.2335,2938.4515,2327.1807,6001.33,567.3099,0,234.7639,0,0,0,0,10612741,86758.34972,,1.82,62.35167569,36.9289724,,,71210
1987Iceland,Iceland,Rest,1987,2.547,1.806,575.2856,1814.7316,913.35,7442.9901,2184.127,1750.0249,238.0662,108.8246,0,234.7639,0,0,0,245859,1592131.696,,2.06,0.118764846,,,,
1987India,India,Top20,1987,24.78908333,467.9975,467.9975,2078.8228,371.6649,4010.162,2552.3838,238.0662,0,407.4728,4675.3026,458.4853,0,0,0,816792741,17250.57854,,4.311,76.33920121,2.269183274,,,
1987Indonesia,Indonesia,Top20,1987,26.36833333,108.8246,108.8246,0,3710.4305,0,2767.6875,124.7217,2087.1738,920.2591,407.4728,4939.7217,0,194.0662,0,171728917,8908.243726,,3.472,77.47116431,,,,
1987Iran,Iran,Top20,1987,18.39625,159.1149,297.2335,592.7192,4115.595,3043.9336,1434.852,0,642.2367,4869.3688,264.4191,0,0,0,0,51197482,3928801.744,,5.758,81.83864753,,4.14092,,
1987Iraq,Iraq,Rest,1987,22.60766667,59.0928,481.048,832.9023,2404.4619,4390.1619,419.1936,1015.6584,5082.7754,693.2492,0,0,0,0,0,16290149,10130.5983,,6.105,88.44957797,,,,
1987Ireland,Ireland,Rest,1987,9.438666667,29.8218,1966.2862,832.9023,124.7217,3175.1603,5143.3001,3466.1544,238.0662,108.8246,0,234.7639,0,0,0,3540057,,,2.32,94.60764906,,5.5222,,
1987Israel,Israel,Rest,1987,19.95183333,30.1002,292.9405,2008.2225,1388.2566,4390.1619,238.0662,1604.2586,4869.3688,499.183,0,0,0,0,0,4369000,18788.46603,,3.01,99.94342931,,5.52559,,
1987Italy,Italy,Top20,1987,13.1765,381.1555,2195.8871,698.2013,297.2335,2470.454,2795.1782,5288.5624,1280.0775,0,234.7639,0,0,0,0,56601931,117.0875793,,1.33,78.0202933,0.08774938,,,499944
1987Ivory Coast,Ivory Coast,Rest,1987,27.00241667,3.3761,3.3761,0,727.935,2736.4044,159.1149,5143.3001,5062.0538,0,1196.7858,234.7639,0,0,0,11019651,,,6.892,51.58766682,,,,
